ID,Contractor,Size,Utility,Zip
21261,Affordable Solar Installation,5.8,PNM,87345
21262,Organ Mountain Solar & Electric,4.0,EPE,88011
21263,Organ Mountain Solar & Electric,4.0,PNM,88061
21264,Organ Mountain Solar & Electric,4.6,EPE,88012
21265,Affordable Solar Installation,11.9,PNM,87031
21266,"Solar Smart Living, LLC",6.5,EPE,88007
21267,"Solar Smart Living, LLC",9.2,EPE,88011
21268,SunState Solar Inc./Energized Electric,2.6,PNM,87107
21269,Energy Concepts Corporation,9.6,PNM,88415
21270,Organ Mountain Solar & Electric,6.9,EPE,88030
21271,"POULIN DESIGN REMODELING, INC.",7.3,PNM,87508
21272,Affordable Solar Installation,3.8,PNM,87121
21273,Affordable Solar Installations,12.7,PNM,87123
21274,Erus Energy,7.7,,88012
21275,Affordable Solar Installations,13.7,PNM,87107
21276,NM Solar Group,18.0,PNM,87124
21277,Affordable Solar Installations,5.4,PNM,87110
21278,Affordable Solar Installations,4.2,PNM,87505
21280,PPC Solar,4.2,KCEC,87529
21281,Affordable Solar Installations,4.8,PNM,87105
21282,"Titan Solar Power NM, Inc",4.3,PNM,87111
21283,Affordable Solar Installations,10.2,PNM,87120
21284,Affordable Solar Installations,6.3,PNM,87104
21285,Affordable Solar Installations,9.7,PNM,87111
21286,Affordable Solar Installations,6.7,PNM,87110
21287,Affordable Solar Installations,4.2,PNM,87114
21288,Affordable Solar Installations,6.9,PNM,87068
21289,Affordable Solar Installation,3.0,PNM,87106
21290,Affordable Solar Installation,2.4,PNM,87104
21291,Affordable Solar Installation,7.8,PNM,87144
21292,Affordable Solar Installation,6.9,PNM,87501
21293,Affordable Solar Installation,6.0,PNM,87111
21294,"POULIN DESIGN REMODELING, INC.",12.0,PNM,87104
21295,Ocotillo Solar Electric,15.2,PNM,87114
21296,Marc Jones Construction LLC DBA Sunpro Solar,8.5,PNM,87122
21297,Affordable Solar Installation,4.6,PNM,87114
21298,Affordable Solar Installation,5.4,PNM,87113
21299,Affordable Solar Installation,12.3,PNM,87004
21300,Marc Jones Construction LLC DBA SunPro Solar,8.5,PNM,87122
21301,Affordable Solar Installations,5.7,PNM,87110
21302,Poulin Design Remodling INC,6.6,PNM,87106
21303,Titan Solar Power NM,7.3,PNM,87124
21304,"POULIN DESIGN REMODELING, INC.",11.0,PNM,87114
21305,Luz Energy Corp,9.0,PNM,87111
21306,Erus Energy,6.1,EPE,88007
21307,Organ Mountain Solar & Electric,10.9,EPE,88007
21308,Affordable Solar Installation,6.0,PNM,87120
21309,Affordable Solar Installation,6.7,PNM,87112
21310,Affordable Solar Installation,5.2,PNM,87109
21311,Affordable Solar Installation,7.4,PNM,87031
21312,Affordable Solar Installation,10.1,PNM,87110
21313,Affordable Solar Installation,6.9,PNM,87110
21314,Affordable Solar Installation,12.3,PNM,87144
21315,Affordable Solar Installation,7.8,PNM,87109
21316,Solar Works Energy LLC,3.3,PNM,87104
21317,Energy Concepts,5.8,MSMEC,87713
21318,Marc Jones Construction,8.2,PNM,87122
21320,"POULIN DESIGN REMODELING, INC.",6.7,PNM,87120
21321,"PLE Electric, LLC",8.9,OCEC,88310
21322,Affordable Solar Installations,7.5,PNM,87109
21323,Enchanted Solar,6.7,PNM,87111
21324,AmpUp Electric,10.0,PNM,87114
21325,NM Solar Group,13.7,PNM,88007
21326,Organ Mountain Solar & Electric,3.3,EPE,88012
21327,Organ Mountain Solar & Electric,7.9,EPE,88001
21329,Affordable Solar Installation,6.6,PNM,87144
21330,Positive Energy Solar,8.8,PNM,87501
21331,Affordable Solar Installation,4.5,PNM,87111
21332,Affordable Solar Installations,7.2,PNM,87107
21333,Affordable Solar Installation,4.8,PNM,87122
21334,SunState Solar Inc./Energized Electric,7.3,PNM,87106
21335,Positive Energy Solar,5.9,PNM,87505
21336,NM Solar Group INC,11.5,PNM,87120
21337,Affordable Solar Installation,8.2,PNM,87043
21338,Affordable Solar Installations,13.7,PNM,87107
21339,Affordable Solar Installations,6.0,PNM,87031
21340,Organ Mountain Solar & Electric,5.5,EPE,88007
21341,Affordable Solar Installations,9.6,PNM,87111
21342,Affordable Solar Installations,6.0,PNM,87122
21343,Affordable Solar Installations,4.2,PNM,87106
21344,Affordable Solar Installations,8.4,PNM,87107
21345,Affordable Solar Installation,11.9,PNM,87112
21346,Erus Energy,6.5,EPE,88007
21347,Affordable Solar Installations,7.0,PNM,87120
21348,Affordable Solar Installations,9.9,PNM,87104
21349,Affordable Solar Installations,9.0,PNM,87112
21350,Affordable Solar Installations,4.5,PNM,87144
21351,Affordable Solar Installations,6.1,PNM,87108
21352,NM Solar Group,13.0,other,88101
21353,NM Solar Group,5.8,PNM,87144
21354,"Solar Smart Living, LLC",11.6,EPE,88011
21355,Affordable Solar Installations,5.2,PNM,87144
21356,Affordable Solar Installations,6.0,PNM,87112
21357,Affordable Solar Installations,10.7,PNM,87114
21358,Affordable Solar Installations,10.1,PNM,87120
21359,Affordable Solar Installations,3.9,PNM,87107
21360,Affordable Solar Installations,7.4,PNM,87120
21361,Affordable Solar Installations,10.2,PNM,87123
21362,Affordable Solar Installations,9.6,PNM,87120
21363,Affordable Solar Installations,6.7,PNM,87124
21364,Affordable Solar Installations,8.1,PNM,87106
21365,Affordable Solar Installations,10.1,PNM,87111
21366,Affordable Solar Installations,7.2,PNM,87111
21367,Affordable Solar Installations,6.4,PNM,87111
21368,Affordable Solar Installations,5.7,PNM,87104
21369,Affordable Solar Installations,10.8,PNM,87048
21370,Positive Energy Solar,7.8,CNMEC,87035
21371,NM Solar Group,8.7,PNM,87114
21372,Affordable Solar Installations,10.5,PNM,87122
21373,Positive Energy Solar,3.1,PNM,87505
21374,Positive Energy Solar,10.5,PNM,87506
21375,Affordable Solar Installations,6.7,PNM,87123
21376,Erus Energy,4.2,EPE,88047
21377,Positive Energy Solar,6.3,PNM,87501
21378,PPC Solar,3.7,PNM,87109
21379,Affordable Solar Installations,5.7,PNM,87111
21380,Positive Energy Solar,9.5,PNM,87506
21381,SunState Solar Inc./Energized,6.8,PNM,87122
21382,Organ Mountain Solar & Electric,13.2,EPE,88011
21383,Positive Energy Solar,11.3,PNM,87505
21384,Affordable Solar Installations,4.4,PNM,87114
21385,Positive Energy Solar,2.8,PNM,87508
21386,Sunspot Solar Energy Systems,7.7,PNM,88310
21387,Positive Energy Solar,11.9,PNM,87508
21388,Organ Mountain Solar & Electric,5.3,EPE,88011
21389,Affordable Solar Installations,8.4,PNM,87068
21390,Affordable Solar Installations,7.2,PNM,87031
21391,Affordable Solar Installations,7.0,PNM,87104
21392,Affordable Solar Installation,4.7,PNM,87106
21393,Affordable Solar Installations,5.4,PNM,87110
21394,Affordable Solar Installations,8.5,PNM,87112
21395,Affordable Solar Installations,5.5,PNM,87105
21396,Affordable Solar Installations,12.1,PNM,87120
21397,Affordable Solar Installations,11.9,PNM,87114
21398,Affordable Solar Installation,4.5,PNM,87015
21399,Affordable Solar Installations,4.7,PNM,87112
21400,Affordable Solar Installations,9.9,PNM,87110
21401,Affordable Solar Installations,2.7,PNM,87112
21402,Affordable Solar Installations,7.2,PNM,87104
21403,Affordable Solar Installations,6.6,PNM,87047
21404,Affordable Solar Installations,4.4,PNM,87002
21405,Positive Energy Solar,5.3,PNM,87501
21406,Affordable Solar Installations,12.1,PNM,87043
21407,Positive Energy Solar,9.8,PNM,87506
21408,Positive Energy Solar,5.3,PNM,87107
21409,"POULIN DESIGN REMODELING, INC.",6.4,PNM,87124
21410,Positive Energy Solar,6.3,PNM,87507
21411,Organ Mountain Solar & Electric,21.1,EPE,88011
21412,PPC Solar,3.8,PNM,87571
21413,OSCEOLA ENERGY INC,13.7,PNM,87124
21414,Sunrun,7.8,PNM,87144
21415,Affordable Solar Installations,1.8,CNMEC,87047
21416,Poulin Design Remolding,7.0,PNM,87122
21417,Poulin Design Remolding,8.2,PNM,87144
21418,Osceola Energy,6.5,PNM,87501
21419,Positive Energy Solar,7.7,PNM,87507
21420,"POULIN DESIGN REMODELING, INC.",7.6,PNM,87002
21421,PPC Solar,3.3,KCEC,87557
21422,Positive Energy Solar,6.2,PNM,87501
21423,Positive Energy Solar,4.9,PNM,87506
21424,Positive Energy Solar,7.7,PNM,87107
21425,Positive Energy Solar,11.9,PNM,87107
21426,Positive Energy Solar,2.8,PNM,87508
21427,Los Ebanistas/Sol Luna Solar,6.5,PNM,87122
21428,Positive Energy Solar,8.1,PNM,87048
21429,Positive Energy Solar,7.7,PNM,87505
21430,Affordable Solar Installations,5.4,PNM,87123
21431,Positive Energy Solar,6.3,LADPU,87544
21432,Affordable Solar Installations,12.3,PNM,87122
21433,Poulin Design Remolding,9.9,PNM,87122
21435,Affordable Solar Installations,5.1,PNM,87110
21436,Positive Energy Solar,8.4,PNM,87144
21437,Positive Energy Solar,8.0,PNM,87111
21438,Positive Energy Solar,8.4,PNM,87122
21439,Positive Energy Solar,6.3,PNM,87122
21440,Poulin Design Remolding,4.4,PNM,87112
21441,Positive Energy Solar,5.6,PNM,87114
21442,Positive Energy Solar,3.5,PNM,87508
21443,Positive Energy Solar,4.6,PNM,87107
21444,"Sunrun Installation Services, Inc",4.1,PNM,87114
21446,"Solar Smart Living, LLC",6.1,EPE,88005
21448,"POULIN DESIGN REMODELING, INC.",5.1,PNM,87106
21449,Affordable Solar Installations,9.6,PNM,87068
21450,Poulin Design Remolding,6.7,PNM,87123
21451,Marc Jones Constr. LLC dba SunPro Solar,11.4,PNM,87114
21452,Poulin Design Remolding,9.9,PNM,87508
21453,Marc Jones Construction LLC dba,2.7,PNM,87104
21455,Marc Jones Const LLC dba Sunpro,4.4,EPE,88001
21456,Marc Jones Constr. LLC dba SunPro Solar,5.5,PNM,87031
21457,Marc Jones Contr. dba SunPro,4.7,PNM,88301
21458,Marc Jones Constr. LLC dba SunPro Solar,3.8,PNM,87059
21459,Marc Jones Const LLC dba Sunpro,17.8,other,88201
21460,Morgan's Constructive Solutions,10.0,PNM,87105
21461,Positive Energy Solar,7.4,PNM,87114
21462,Solar Works Energy,9.2,PNM,87124
21463,Positive Energy Solar,7.0,PNM,87122
21464,"Solar Smart Living, LLC",12.6,EPE,88005
21465,Poulin Design Remolding,6.6,PNM,87506
21466,Organ Mountain Solar & Electric,15.8,EPE,88011
21467,Sunspot Solar Energy Systems,7.4,EPE,88012
21468,SunState Solar Inc./Energized,3.3,PNM,87120
21469,"NM SOLAR GROUP, LLC",8.6,PNM,87114
21470,Los Ebanistas/Sol Luna Solar,4.6,PNM,87501
21471,Compass Electric Company,6.9,PNM,87113
21472,Compass Electric Company,4.7,PNM,87508
21473,Marc Jones Construction LLC DBA Sunpro Solar,9.7,PNM,87124
21474,NM Solar Group,9.9,PNM,87501
21475,Los Ebanistas/Sol Luna Solar,7.2,PNM,87508
21476,Affordable Solar Installations,3.0,PNM,87059
21477,Affordable Solar Installations,3.6,PNM,87043
21478,"POULIN DESIGN REMODELING, INC.",11.0,PNM,87106
21479,Positive Energy Solar,8.9,PNM,87122
21480,Positive Energy Solar,2.2,PNM,87508
21481,NM Solar Group,9.9,PNM,88310
21482,Positive Energy Solar,5.2,PNM,87059
21483,Positive Energy Solar,9.4,PNM,87110
21484,Positive Energy Solar,5.3,PNM,87505
21485,Positive Energy Solar,11.2,PNM,87508
21486,Positive Energy Solar,5.9,PNM,87505
21487,Positive Energy Solar,5.0,PNM,87106
21488,Positive Energy Solar,6.7,PNM,87123
21489,Positive Energy Solar,5.4,PNM,87111
21490,Positive Energy Solar,3.7,PNM,87508
21491,Positive Energy Solar,4.4,PNM,87501
21492,NM Solar Group,9.3,PNM,87120
21493,Positive Energy Solar,4.4,PNM,87144
21494,Positive Energy Solar,5.6,PNM,87043
21495,Positive Energy Solar,4.4,PNM,87508
21496,Positive Energy Solar,9.6,PNM,87505
21497,Positive Energy Solar,4.4,PNM,87124
21498,Positive Energy Solar,2.6,PNM,87102
21499,Positive Energy Solar,2.7,PNM,87120
21500,Positive Energy Solar,3.9,PNM,87505
21501,Positive Energy Solar,4.0,PNM,87109
21502,Poulin Design Remolding,8.0,PNM,87031
21503,Positive Energy Solar,7.0,PNM,87508
21504,Positive Energy Solar,5.9,PNM,87144
21505,Positive Energy Solar,9.6,PNM,87048
21506,Positive Energy Solar,12.6,PNM,87501
21507,Positive Energy Solar,6.8,PNM,87104
21508,Positive Energy Solar,8.1,PNM,87121
21509,Positive Energy Solar,4.8,PNM,87106
21510,Positive Energy Solar,2.7,PNM,87108
21511,Positive Energy Solar,5.9,PNM,87104
21514,Marc Jones Constr. dba Sunpro,3.7,PNM,87047
21515,Poulin Design Remolding,9.9,PNM,87111
21516,Marc Jones Const LLC dba Sunpro,7.0,EPE,88007
21517,Positive Energy Solar,6.0,PNM,87123
21518,ION Solar,4.6,PNM,87114
21520,Marc Jones Const LLC dba Sunpro,5.4,EPE,88012
21521,Marc Jones Const LLC dba Sunpro,6.0,PNM,88061
21522,Positive Energy Solar,9.6,PNM,87122
21523,Positive Energy Solar,1.5,PNM,87501
21524,Positive Energy Solar,2.2,PNM,87506
21525,Marc Jones Const LLC dba Sunpro,8.4,PNM,88310
21526,Marc Jones Const LLC dba Sunpro,8.4,PNM,88310
21527,Marc Jones Construction LLC,8.4,PNM,88030
21528,Marc Jones Constr. dba Sunpro,7.4,EPE,88011
21529,Marc Jones Const LLC dba Sunpro,9.0,OCEC,88310
21530,Marc Jones Constr. dba Sunpro,4.0,CNMEC,87015
21531,Marc Jones Constr. dba Sunpro,5.7,JMEC,87506
21532,Marc Jones Const LLC dba Sunpro,5.7,PNM,87114
21533,Positive Energy Solar,4.0,PNM,87106
21534,Marc Jones Construction LLC,9.4,PNM,88310
21535,Positive Energy Solar,2.6,PNM,87107
21536,Marc Jones Const LLC dba Sunpro,4.4,EPE,88011
21537,NM Solar Group Inc,6.2,PNM,87508
21538,Marc Jones Constr. dba Sunpro,4.7,PNM,88345
21539,Positive Energy Solar,5.4,PNM,87540
21540,Positive Energy Solar,5.9,PNM,87505
21541,Marc Jones Constr. dba Sunpro,4.7,PNM,87068
21543,Positive Energy Solar,6.3,PNM,87110
21544,NM Solar Group Inc,17.4,PNM,88310
21545,Marc Jones Construction LLC,11.4,EPE,88007
21546,Marc Jones Constr. dba Sunpro,2.3,PNM,87144
21547,Positive Energy Solar,5.6,PNM,87505
21548,Marc Jones Const LLC dba Sunpro,6.0,EPE,88005
21550,Positive Energy Solar,9.3,PNM,87507
21551,Marc Jones Constr. dba Sunpro,7.4,PNM,87123
21552,Positive Energy Solar,7.2,PNM,87111
21553,Positive Energy Solar,3.7,PNM,87106
21554,Marc Jones Constr. dba SunPro,5.9,LADPU,87544
21555,Positive Energy Solar,4.1,PNM,87124
21556,Positive Energy Solar,4.1,PNM,87105
21557,Positive Energy Solar,3.0,PNM,87108
21558,Positive Energy Solar,11.8,PNM,87114
21559,Positive Energy Solar,5.6,PNM,87501
21560,Positive Energy Solar,12.6,PNM,87111
21561,Positive Energy Solar,4.1,PNM,87505
21562,Positive Energy Solar,4.8,PNM,87501
21563,Marc Jones Constr. dba Sunpro,3.0,PNM,87501
21564,Affordable Solar Installations,4.4,PNM,87104
21565,SunState Solar Inc./Energized,3.0,PNM,87120
21566,Marc Jones Const LLC dba Sunpro,5.4,PNM,87114
21567,Positive Energy Solar,10.2,PNM,87501
21568,Marc Jones Const LLC dba Sunpro,4.0,PNM,87031
21569,Marc S Jones Construction,3.1,LADPU,87544
21570,Marc Jones Const LLC dba Sunpro,6.4,PNM,87123
21571,Poulin Design Remolding,9.9,PNM,87120
21572,Marc Jones Const LLC dba Sunpro,5.7,PNM,87108
21573,Marc Jones Const LLC dba Sunpro,10.1,EPE,88058
21574,Marc Jones Const. LLC  DBA Sunpro Solar,34.8,other,88201
21575,Positive Energy Solar,2.6,PNM,87048
21576,Positive Energy Solar,5.6,PNM,87506
21577,Positive Energy Solar,11.2,PNM,87048
21578,Positive Energy Solar,5.9,PNM,87505
21579,Positive Energy Solar,10.1,PNM,87110
21580,Positive Energy Solar,3.3,PNM,87104
21581,Positive Energy Solar,4.4,PNM,87505
21582,Positive Energy Solar,6.5,PNM,87122
21583,Positive Energy Solar,3.3,PNM,87501
21584,Marc Jones Construction LLC,4.7,PNM,87121
21585,Marc Jones Construction LLC,3.0,PNM,87121
21586,Marc Jones Construction LLC,11.7,PNM,88220
21587,Marc Jones Const LLC dba Sunpro,4.0,PNM,87109
21588,Marc Jones Construction LLC,7.0,PNM,87104
21590,Marc Jones Constr. dba Sunpro,6.0,PNM,87121
21591,Marc Jones Const LLC dba Sunpro,4.0,EPE,88001
21592,Marc Jones Construction LLC,8.0,PNM,87506
21593,Marc Jones Construction LLC,9.7,PNM,87144
21594,Marc Jones Const LLC dba Sunpro,3.7,EPE,88001
21595,Select Solar LLC,8.9,LADPU,87544
21596,Marc Jones Constr. dba Sunpro,5.5,PNM,87123
21597,Marc Jones Construction LLC,2.7,PNM,87507
21598,Marc Jones Const LLC dba Sunpro,6.7,EPE,88008
21599,Positive Energy Solar,3.2,PNM,87507
21600,Positive Energy Solar,9.6,SEC,87825
21601,Poulin Design Remolding,9.9,PNM,87068
21602,Positive Energy Solar,10.4,PNM,87047
21603,Positive Energy Solar,8.1,PNM,87505
21604,Marc Jones Construction,7.6,PNM,87123
21605,Positive Energy Solar,6.7,PNM,87505
21606,Positive Energy Solar,3.0,LADPU,87547
21607,Positive Energy Solar,3.7,PNM,87505
21608,Poulin Design Remolding,4.4,PNM,87120
21609,Marc Jones Construction LLC,14.7,PNM,88220
21610,NM Solar Group Inc,13.0,PNM,88310
21611,SunState Solar Inc./Energized Electric,7.2,PNM,87112
21612,Marc Jones Const LLC dba Sunpro,7.4,PNM,87047
21613,Positive Energy Solar,5.6,PNM,87505
21614,Positive Energy Solar,4.0,PNM,87501
21615,Marc Jones Construction LLC,6.7,PNM,88220
21616,Positive Energy Solar,7.0,PNM,87505
21617,Organ Mountain Solar & Electric,6.6,EPE,88011
21618,Marc Jones Constr. dba Sunpro,6.7,PNM,87123
21619,Positive Energy Solar,9.0,PNM,87123
21620,Positive Energy Solar,4.4,PNM,87120
21621,Marc Jones Construction LLC,12.4,PNM,87124
21622,Positive Energy Solar,3.7,PNM,87505
21623,Marc Jones Construction LLC,6.7,PNM,88201
21624,Positive Energy Solar,4.1,PNM,87111
21625,"POULIN DESIGN REMODELING, INC.",8.4,PNM,87104
21626,Positive Energy Solar,5.9,PNM,87124
21627,"POULIN DESIGN REMODELING, INC.",3.7,PNM,87144
21628,Marc Jones Const LLC dba Sunpro,7.4,EPE,88021
21629,Positive Energy Solar,10.1,PNM,87043
21630,"POULIN DESIGN REMODELING, INC.",5.2,PNM,87144
21631,Marc Jones Construction LLC,4.7,PNM,87548
21632,Marc Jones Constr. dba Sunpro,3.8,PNM,87120
21633,Positive Energy Solar,6.5,PNM,87106
21634,Positive Energy Solar,10.1,PNM,87122
21635,Marc Jones Construction LLC,8.6,PNM,88012
21636,Positive Energy Solar,8.1,PNM,87508
21638,Marc Jones Construction LLC,4.6,EPE,88012
21639,Marc Jones Construction LLC,9.4,PNM,88310
21640,Marc Jones Construction LLC,12.8,EPE,88021
21641,Marc Jones Constr. dba Sunpro,10.4,PNM,88310
21642,Marc Jones Const. LLC  DBA Sunpro Solar,9.0,PNM,88203
21643,Positive Energy Solar,7.8,PNM,87505
21644,Positive Energy Solar,4.8,PNM,87105
21645,Positive Energy Solar,2.1,PNM,87507
21646,Marc Jones Const LLC dba Sunpro,11.7,PNM,88310
21647,Positive Energy Solar,6.7,PNM,87109
21648,Marc Jones Construction LLC,7.4,PNM,87823
21649,Marc jones Construction LLC,9.3,PNM,87121
21650,"POULIN DESIGN REMODELING, INC.",4.1,PNM,87048
21651,Marc Jones Construction LLC,7.6,PNM,87121
21652,Marc Jones Constr. dba Sunpro,8.7,other,88240
21653,Positive Energy Solar,7.0,PNM,87505
21654,Select Solar LLC,13.1,LADPU,87544
21655,PPC Solar,3.3,PNM,87532
21656,Positive Energy Solar,8.6,PNM,87508
21657,Positive Energy Solar,8.4,PNM,87540
21658,"POULIN DESIGN REMODELING, INC.",9.3,PNM,87059
21659,Positive Energy Solar,5.2,PNM,87507
21660,Marc Jones Const LLC dba Sunpro,3.7,FEUS,87410
21661,Positive Energy Solar,3.0,PNM,87048
21662,Positive Energy Solar,11.5,PNM,87048
21663,Positive Energy Solar,7.0,PNM,87106
21664,"POULIN DESIGN REMODELING, INC.",4.4,PNM,87109
21665,Marc Jones Const. DBA Sunpro Solar,5.7,PNM,87110
21666,Marc Jones Construction LLC,4.7,PNM,88310
21667,Affordable Solar Installation,4.2,PNM,87120
21668,Positive Energy Solar,9.3,PNM,87122
21669,"POULIN DESIGN REMODELING, INC.",5.4,PNM,87124
21670,Marc Jones Const LLC dba Sunpro,13.4,FEUS,87402
21671,"POULIN DESIGN REMODELING, INC.",6.7,PNM,87507
21672,Positive Energy Solar,5.2,LADPU,87544
21673,Positive Energy Solar,7.4,PNM,87123
21674,Positive Energy Solar,7.4,PNM,87505
21675,Marc Jones Constr. dba Sunpro,5.4,PNM,87114
21676,Marc Jones Construction LLC,7.4,PNM,87031
21677,Positive Energy Solar,12.6,PNM,87506
21678,Positive Energy Solar,3.7,PNM,87106
21679,Marc Jones Construction LLC,5.2,PNM,87108
21680,Positive Energy Solar,9.1,PNM,87505
21681,Positive Energy Solar,4.8,PNM,87507
21682,Marc Jones Constr. dba Sunpro,9.7,PNM,87508
21683,SunState Solar Inc./Energized,8.5,JMEC,87532
21684,Positive Energy Solar,2.2,PNM,87501
21685,Positive Energy Solar,11.8,PNM,87505
21686,NM Solar Group,9.9,,88210
21687,Positive Energy Solar,7.0,PNM,87124
21688,Positive Energy Solar,2.2,PNM,87144
21689,Positive Energy Solar,4.8,PNM,87505
21690,Marc Jones Const LLC dba Sunpro,6.0,PNM,87114
21691,Marc Jones Construction LLC,15.1,other,88201
21692,NM Solar Group,9.9,PNM,87004
21693,Marc Jones Constr. dba Sunpro,3.0,SEC,87801
21694,Marc Jones Constr. LLC dba Sunpro Solar,5.4,PNM,87507
21695,Positive Energy Solar,6.1,PNM,87110
21696,Positive Energy Solar,4.1,PNM,87508
21697,Positive Energy Solar,5.9,PNM,87540
21698,Positive Energy Solar,8.1,PNM,87107
21699,Positive Energy Solar,8.1,PNM,87505
21700,Positive Energy Solar,8.9,PNM,87031
21701,Positive Energy Solar,11.7,PNM,87506
21702,Marc Jones Construction LLC,7.0,other,88203
21703,Positive Energy Solar,8.3,PNM,87506
21704,NM Solar Group,9.9,PNM,88130
21706,Positive Energy Solar,6.7,PNM,87111
21707,Positive Energy Solar,2.2,PNM,87506
21708,Positive Energy Solar,12.2,PNM,87505
21709,Positive Energy Solar,13.1,PNM,87508
21710,Positive Energy Solar,7.0,PNM,87505
21711,Marc jones Construction LLC,16.9,CNMEC,88232
21712,Marc Jones Construction LLC,2.7,PNM,87121
21713,Amp Up Electric,22.1,PNM,87122
21714,Marc Jones Const. DBA,6.2,EPE,88011
21715,Marc Jones Constr. dba Sunpro,5.4,CDEC,87020
21716,Marc Jones Const. LLC DBA,12.4,EPE,88012
21717,Marc Jones Constr. dba Sunpro,5.4,EPE,88001
21718,"POULIN DESIGN REMODELING, INC.",6.6,PNM,87110
21719,Marc Jones Constr. dba Sunpro,4.0,JMEC,87532
21720,Marc Jones Const LLC dba Sunpro,5.4,EPE,88007
21721,Marc Jones Const LLC dba Sunpro,7.0,EPE,88007
21722,Marc Jones Const LLC dba Sunpro,6.7,PNM,87144
21723,Select Solar LLC,9.9,LADPU,87547
21724,"POULIN DESIGN REMODELING, INC.",5.6,PNM,87111
21725,"POULIN DESIGN REMODELING, INC.",8.5,PNM,87124
21726,Marc Jones Const LLC dba Sunpro,14.1,OCEC,88312
21727,Titan Solar Power NM,4.3,PNM,87114
21728,Marc Jones Const. LLC dba,4.8,PNM,87506
21729,"POULIN DESIGN REMODELING, INC.",5.1,PNM,87508
21730,Marc Jones Const LLC dba Sunpro,4.4,PNM,87120
21731,Marc Jones Const LLC dba Sunpro,2.7,CNMEC,87015
21732,Marc Jones Constr. dba SunPro,7.0,other,88220
21733,Energy Concepts Corporation,9.6,MSMEC,87745
21734,Energy Concepts Corporation,3.5,PNM,87701
21735,NM Solar Group Inc.,6.8,PNM,87114
21736,Marc Jones Constr. dba SunPro,2.7,PNM,87505
21737,"POULIN DESIGN REMODELING, INC.",6.3,PNM,87120
21738,Marc Jones Constr. LLC DBA Sunp,4.3,PNM,87114
21739,Marc Jones Constr. LLC DBA Sunpro Solar,13.1,SEC,87831
21740,Marc Jones Const LLC dba Sunpro,5.4,SEC,87823
21741,Marc Jones Const LLC dba Sunpro,10.1,other,88203
21742,Marc Jones Const LLC dba Sunpro,3.4,PNM,87121
21743,NM Solar Group Inc,8.3,PNM,87113
21744,Marc Jones Const LLC dba Sunpro,3.7,PNM,87120
21745,NM Solar Group Inc,8.3,PNM,87110
21746,Marc Jones Constr. dba SunPro,5.4,PNM,87105
21747,Marc Jones Constr. LLC DBA Sunp,13.7,other,88201
21748,Marc Jones Const LLC dba Sunpro,5.0,PNM,87114
21749,Marc Jones Constr. LLC DBA Sunp,6.2,other,88203
21750,NM Solar Group Inc.,7.2,CNMEC,87015
21751,Marc Jones Constr. dba Sunpro,8.0,PNM,88310
21752,Marc Jones Constr. dba Sunpro,11.7,PNM,87107
21753,Marc Jones Constr. dba SunPro,10.7,PNM,87120
21754,Marc Jones Constr. dba Sunpro,4.0,PNM,87124
21755,Marc Jones Const LLC dba Sunpro,7.6,SEC,87801
21756,ION Solar,5.3,LADPU,87547
21757,Marc Jones Constr. dba Sunpro,6.7,PNM,88030
21758,Marc Jones Constr. dba SunPro,4.4,PNM,87031
21759,Marc Jones Const LLC dba Sunpro,7.3,other,88220
21760,Marc Jones Constr. dba Sunpro,13.1,PNM,87701
21761,Marc Jones Const LLC dba Sunpro,8.0,other,88203
21762,Marc Jones Constr. LLC DBA Sunp,10.7,PNM,88310
21763,NM Solar Group Inc,8.3,PNM,87112
21764,Marc Jones Construction LLC,9.7,PNM,87002
21765,Marc Jones Constr. dba Sunpro,3.7,PNM,87106
21766,Marc Jones Const LLC dba Sunpro,6.0,other,88201
21767,Marc Jones Construction LLC,10.7,PNM,87105
21768,Marc Jones Constr. dba SunPro,3.0,TCMU,87901
21769,Marc Jones Construction LLC,10.7,PNM,87505
21770,Marc Jones Construction LLC,3.1,PNM,87110
21771,Marc Jones Construction LLC,3.4,PNM,88061
21772,Marc Jones Constr. dba SunPro,3.0,PNM,87112
21773,Marc Jones Const LLC DBA,8.4,OCEC,88317
21774,Marc Jones Construction LLC,8.0,PNM,87582
21775,Marc Jones Const LLC dba Sunpro,3.5,PNM,87106
21776,Marc Jones Const LLC dba Sunpro,6.2,PNM,88310
21777,Marc Jones Constr. LLC DBA Sunp,5.7,PNM,88310
21778,NM Solar Group Inc,5.0,PNM,88310
21779,Marc Jones Constr. dba SunPro,5.4,PNM,87120
21780,NM Solar Group Inc,15.4,PNM,87122
21781,Positive Energy Solar,5.6,PNM,87501
21782,Marc Jones Constr. dba SunPro,4.0,PNM,87120
21783,Marc Jones Construction LLC,7.6,PNM,87144
21784,Positive Energy Solar,3.4,PNM,87144
21785,Marc Jones Constr. dba SunPro,0.0,PNM,23144
21786,Marc Jones Constr. LLC DBA Sunp,5.2,other,88220
21787,Marc Jones Constr. dba Sunpro,8.4,other,88220
21788,Marc Jones Constr. dba SunPro,9.7,PNM,87105
21789,Marc Jones Constr. LLC DBA Sunp,11.4,other,88203
21790,Marc Jones Constr. dba Sunpro,8.4,PNM,88352
21791,NM Solar Group Inc,5.4,PNM,87107
21792,Marc Jones Constr. dba Sunpro,3.7,PNM,87123
21793,NM Solar Group Inc,2.7,PNM,87121
